id,price,desc,numstories,yearbuilt,exteriorfinish,rooftype,basement,totalrooms,bedrooms,bathrooms,fireplaces,sqft,lotarea,zipcode,AvgIncome,Location,DistDowntown
PA10096,85000,ROWHOUSE,2,1920,Brick,SHINGLE,1,7,4,1,0,2040,2399,15219,14399,City,0
PA10535,149000,CONDOMINIUM,2,1993,Frame,SHINGLE,1,6,3,1.5,0,1296,2810,15044,95289,NotCity,16.661
PA10313,215900,SINGLE FAMILY,1,1987,Brick,SHINGLE,1,6,3,2,1,1432,32696,15037,55863,NotCity,18.97
PA10658,1086250,MULTI-FAMILY,2,1860,Frame,SHINGLE,1,9,5,3,1,6912,263538,15044,95289,NotCity,16.661
PA10413,40000,SINGLE FAMILY,1,1970,Frame,SHINGLE,1,7,3,2,0,1300,2043,15332,62875,NotCity,20.091
PA10025,168000,SINGLE FAMILY,2,1935,Frame,SHINGLE,1,5,2,1.5,0,1440,27343,15044,95289,NotCity,16.661
PA10217,243000,SINGLE FAMILY,2,1936,Brick,SLATE,1,6,3,1.5,0,1526,7998,15235,41367,PartCity,10.963
PA10193,370000,SINGLE FAMILY,2,2007,Brick,SHINGLE,1,10,4,2.5,1,3504,202040,15332,62875,NotCity,20.091
PA10503,219000,SINGLE FAMILY,2,1994,Frame,SHINGLE,1,7,3,2.5,1,2364,17524,15025,60669,NotCity,13.094
PA10371,483340,SINGLE FAMILY,2,2017,Frame,SHINGLE,1,8,4,2.5,0,3168,26464,15026,69387,NotCity,23.041
PA10483,85000,SINGLE FAMILY,2,1920,Frame,SHINGLE,1,7,2,1.5,0,936,6172,15030,50313,NotCity,17.039
PA10547,123700,SINGLE FAMILY,1,1966,Brick,SHINGLE,1,8,3,2,1,2230,8638,15235,41367,PartCity,10.963
PA10059,510000,SINGLE FAMILY,2.5,1925,Stucco,SHINGLE,1,8,5,3.5,0,2740,4000,15224,22880,City,4.644
PA10984,594900,SINGLE FAMILY,1.5,1991,Frame,SHINGLE,1,9,4,3.5,1,3816,109771,15237,55016,NotCity,11.386
PA10878,812613,SINGLE FAMILY,2,2016,Frame,SHINGLE,1,12,4,4.5,0,5518,30570,15237,55016,NotCity,11.386
PA10730,123000,MULTI-FAMILY,1,1950,Frame,SHINGLE,1,6,3,1.5,0,1260,14220,15026,69387,NotCity,23.041
PA10808,749500,SINGLE FAMILY,2,1993,Brick,SHINGLE,1,11,6,4.5,1,4352,117612,15044,95289,NotCity,16.661
PA10024,88000,SINGLE FAMILY,2,1910,Brick,SLATE,1,9,4,2.5,1,2880,7950,15213,18473,City,3.316
PA10264,83000,SINGLE FAMILY,2,1915,Brick,SHINGLE,1,6,3,1,0,1276,3850,15214,30725,PartCity,4.168
PA10269,32500,SINGLE FAMILY,2,1930,Brick,SLATE,1,5,2,1,0,1588,3787,15226,37889,PartCity,3.976
PA10052,350000,SINGLE FAMILY,2,1890,Frame,SHINGLE,1,7,4,2,1,2856,3820212,15332,62875,NotCity,20.091
PA10989,253654,SINGLE FAMILY,2,2013,Frame,SHINGLE,1,8,4,2.5,1,3026,7468,15026,69387,NotCity,23.041
PA10245,327000,SINGLE FAMILY,2.5,1915,Frame,SHINGLE,1,9,5,3,2,2594,11685,15213,18473,City,3.316
PA10728,340759,CONDOMINIUM,1,1986,Brick,ROLL,0,6,3,2,0,3163,0,15213,18473,City,3.316
PA10445,288320,SINGLE FAMILY,2,2017,Frame,SHINGLE,1,8,4,2.5,0,1764,15496,15025,60669,NotCity,13.094
PA10885,117000,SINGLE FAMILY,1,1961,Brick,SHINGLE,1,6,3,1,1,974,46130,15026,69387,NotCity,23.041
PA10545,125000,ROWHOUSE,2,1900,Brick,SHINGLE,1,6,2,1.5,1,2032,1301,15212,26712,PartCity,2.168
PA10741,125900,SINGLE FAMILY,1,1965,Brick,SHINGLE,1,7,4,2,0,1491,7429,15037,55863,NotCity,18.97
PA10425,202125,SINGLE FAMILY,2,1994,Frame,SHINGLE,1,7,4,3.5,1,3046,20000,15238,67370,NotCity,11.876
PA10150,133000,SINGLE FAMILY,2,1950,Brick,SHINGLE,1,6,2,1,0,1135,8400,15236,46913,NotCity,7.695
PA10866,87000,SINGLE FAMILY,1,1967,Brick,SHINGLE,1,6,3,1.5,0,974,9206,15037,55863,NotCity,18.97
PA10294,254500,SINGLE FAMILY,2,1984,Brick,SHINGLE,1,8,3,2.5,2,1976,9104,15025,60669,NotCity,13.094
PA10365,31000,SINGLE FAMILY,2,1910,Frame,SHINGLE,1,4,2,1,0,1108,9331,15332,62875,NotCity,20.091
PA10329,1442182,SINGLE FAMILY,2,1920,Stone,ROLL,1,12,4,5.5,3,5878,224500,15215,43750,PartCity,7.116
PA10395,150000,MULTI-FAMILY,2,1940,Brick,ROLL,1,8,4,2,0,2346,5650,15225,30625,NotCity,8.932
PA10308,200000,SINGLE FAMILY,2,1920,Brick,SHINGLE,1,8,4,2.5,1,4184,20626,15220,44018,PartCity,3.907
PA10586,58000,SINGLE FAMILY,1,1950,Brick,SHINGLE,1,5,3,1,0,972,11145,15241,85102,NotCity,10.798
PA10043,190000,SINGLE FAMILY,1,1956,Frame,SHINGLE,1,6,3,2,1,1832,13500,15243,60717,NotCity,7.224
PA10162,44000,SINGLE FAMILY,2,1940,Frame,SHINGLE,1,6,3,1,0,1104,3300,15216,39526,PartCity,3.842
PA10837,40000,SINGLE FAMILY,2,1896,Frame,SHINGLE,1,4,2,1,0,1520,2640,15212,26712,PartCity,2.168
PA10460,1065000,SINGLE FAMILY,2,1940,Stone,SLATE,1,11,5,4,3,5115,16256,15243,60717,NotCity,7.224
PA10634,511000,SINGLE FAMILY,2.5,1909,Frame,SHINGLE,1,9,5,3,1,4467,22500,15218,35983,PartCity,6.905
PA10382,88000,SINGLE FAMILY,1,1958,Brick,SHINGLE,1,5,3,1.5,0,912,4814,15227,38439,PartCity,6.258
PA10348,850000,SINGLE FAMILY,2,2002,Brick,SHINGLE,1,10,5,4.5,2,3607,148148,15005,64427,NotCity,22.026
PA10691,129900,SINGLE FAMILY,1,1962,Frame,SHINGLE,1,7,3,2.5,0,1492,7654,15235,41367,PartCity,10.963
PA10498,525000,SINGLE FAMILY,2,1970,Brick,SLATE,1,11,5,4.5,1,4730,13734,15243,60717,NotCity,7.224
PA10981,155000,SINGLE FAMILY,2,1901,Stone,SHINGLE,1,10,5,2.5,0,4000,5874,15212,26712,PartCity,2.168
PA10674,300000,CONDOMINIUM,2,2007,Frame,SHINGLE,1,9,4,2.5,0,2211,17100,15037,55863,NotCity,18.97
PA10286,405300,SINGLE FAMILY,1,1951,Stone,SHINGLE,1,8,3,3.5,1,3729,42752,15235,41367,PartCity,10.963
PA10569,310000,SINGLE FAMILY,2,2001,Brick,SHINGLE,1,8,4,2.5,1,2762,270943,15037,55863,NotCity,18.97
PA10690,380000,SINGLE FAMILY,2,1991,Brick,SHINGLE,1,9,4,2.5,0,3479,29140,15025,60669,NotCity,13.094
PA10206,2675000,MULTI-FAMILY,1,1995,Stucco,ROLL,1,15,5,6,1,8052,330272,15238,67370,NotCity,11.876
PA10768,107500,CONDOMINIUM,1,1900,Brick,ROLL,0,4,1,1,0,1320,0,15212,26712,PartCity,2.168
PA10257,1150000,SINGLE FAMILY,2,1959,Brick,SLATE,1,12,5,4,2,6764,27692,15243,60717,NotCity,7.224
PA10826,340000,SINGLE FAMILY,1,1990,Stone,SHINGLE,1,9,4,3.5,2,3659,52751,15025,60669,NotCity,13.094
PA10009,87000,SINGLE FAMILY,1,1962,Brick,SHINGLE,1,6,3,1.5,0,1000,8747,15037,55863,NotCity,18.97
PA10605,2030000,SINGLE FAMILY,2,2012,Stone,SLATE,1,11,5,6.5,3,7841,54751,15044,95289,NotCity,16.661
PA10539,307000,SINGLE FAMILY,2,1968,Frame,SHINGLE,1,9,4,3.5,1,3100,8501,15243,60717,NotCity,7.224
PA10936,36000,SINGLE FAMILY,1,1997,Frame,SHINGLE,1,7,4,2,1,1500,43604,15332,62875,NotCity,20.091
PA10297,35500,SINGLE FAMILY,1,1957,Brick,SHINGLE,1,5,3,1,0,900,6250,15220,44018,PartCity,3.907
PA10310,41000,ROWHOUSE,2,1890,Frame,SHINGLE,1,4,2,1,0,1024,633,15224,22880,City,4.644
PA10267,470000,SINGLE FAMILY,2,1940,Brick,SLATE,1,10,4,3.5,1,2356,28695,15243,60717,NotCity,7.224
PA10177,1120000,SINGLE FAMILY,2,1941,Brick,SLATE,1,11,6,4,3,4394,130680,15238,67370,NotCity,11.876
PA10833,1525000,SINGLE FAMILY,2,1990,Brick,SHINGLE,1,12,6,4,2,7790,93044,15238,67370,NotCity,11.876
PA11000,140000,SINGLE FAMILY,1,1960,Brick,SHINGLE,1,6,3,1,0,952,2971,15215,43750,PartCity,7.116
PA10861,80000,SINGLE FAMILY,1,1956,Brick,SHINGLE,0,5,3,1,0,900,7150,15236,46913,NotCity,7.695
PA10811,48000,SINGLE FAMILY,1,1920,Frame,SHINGLE,1,4,2,1,0,852,7500,15014,42500,NotCity,21.713
PA10428,136500,SINGLE FAMILY,1.5,1950,Brick,SHINGLE,1,6,3,2,1,1523,5980,15214,30725,PartCity,4.168
PA10215,440000,ROWHOUSE,2,1900,Frame,ROLL,1,6,3,1,0,1260,1444,15213,18473,City,3.316
PA10781,1109680,MULTI-FAMILY,2,1925,Brick,SHINGLE,1,6,3,2.5,0,2650,4771,15216,39526,PartCity,3.842
PA10616,68000,SINGLE FAMILY,2,1930,Frame,SHINGLE,1,5,3,1,0,1444,3465,15212,26712,PartCity,2.168
PA10220,1170000,SINGLE FAMILY,2,2005,Stucco,SHINGLE,1,11,5,4.5,0,4977,37984,15044,95289,NotCity,16.661
PA10033,833500,SINGLE FAMILY,2,2009,Brick,SHINGLE,1,9,4,2.5,0,4113,131238,15237,55016,NotCity,11.386
PA10392,215000,SINGLE FAMILY,1.5,1953,Brick,SHINGLE,1,10,4,2.5,1,3992,72484,15332,62875,NotCity,20.091
PA10597,218000,SINGLE FAMILY,1,2011,Frame,SHINGLE,1,7,3,2.5,0,2347,10483,15025,60669,NotCity,13.094
PA10463,349880,SINGLE FAMILY,2,2017,Frame,SHINGLE,1,8,3,2.5,0,2308,10501,15025,60669,NotCity,13.094
PA10679,29900,SINGLE FAMILY,1,1958,Frame,SHINGLE,1,5,3,1,0,1252,15337,15241,85102,NotCity,10.798
PA10422,1025000,SINGLE FAMILY,2,1992,Frame,SHINGLE,1,8,4,4.5,1,6750,93610,15215,43750,PartCity,7.116
PA10891,899000,SINGLE FAMILY,2,1972,Frame,SHINGLE,1,9,5,3.5,4,5602,26104,15215,43750,PartCity,7.116
PA10058,84500,SINGLE FAMILY,2,1930,Frame,SHINGLE,1,5,2,1,0,1134,10862,15227,38439,PartCity,6.258
PA10072,324900,SINGLE FAMILY,1,1965,Brick,SHINGLE,1,7,3,2.5,1,2344,24966,15237,55016,NotCity,11.386
PA10900,775000,SINGLE FAMILY,2,1997,Brick,SHINGLE,1,9,4,3.5,1,3588,30697,15238,67370,NotCity,11.876
PA10719,350000,SINGLE FAMILY,1,1964,Stone,SHINGLE,1,8,4,3.5,0,2708,13755,15236,46913,NotCity,7.695
PA10665,70000,MULTI-FAMILY,1,1922,Frame,SHINGLE,1,6,3,1,0,1032,8954,15030,50313,NotCity,17.039
PA10343,110000,SINGLE FAMILY,1,1965,Frame,SHINGLE,1,5,3,1,0,1064,29152,15332,62875,NotCity,20.091
PA10409,57000,SINGLE FAMILY,1.5,1930,Brick,SHINGLE,1,6,3,2,1,1618,11321,15225,30625,NotCity,8.932
PA10685,140000,SINGLE FAMILY,1,1960,Brick,SHINGLE,1,7,3,2.5,1,2133,10743,15025,60669,NotCity,13.094
PA10657,44150,SINGLE FAMILY,1,1928,Frame,SHINGLE,1,4,2,1.5,0,828,3300,15216,39526,PartCity,3.842
PA10137,155000,SINGLE FAMILY,1,1950,Stone,SLATE,1,7,3,2.5,1,1856,25067,15243,60717,NotCity,7.224
PA10515,197400,SINGLE FAMILY,2,1900,Frame,SHINGLE,1,6,3,1,0,1350,830,15212,26712,PartCity,2.168
PA10563,1670000,SINGLE FAMILY,1.5,1955,Brick,SHINGLE,1,16,7,7.5,2,6403,130680,15238,67370,NotCity,11.876
PA10595,385000,SINGLE FAMILY,1,1949,Brick,SLATE,1,6,2,3,1,2322,23157,15243,60717,NotCity,7.224
PA10128,761955,SINGLE FAMILY,2,2017,Frame,SHINGLE,1,11,5,3.5,0,5038,20391,15237,55016,NotCity,11.386
PA10044,95000,SINGLE FAMILY,1,1919,Frame,SHINGLE,1,5,2,1,0,1408,169840,15332,62875,NotCity,20.091
PA10562,77000,ROWHOUSE,2,1900,Brick,SHINGLE,1,5,3,1,0,1228,7427,15213,18473,City,3.316
PA10200,465000,SINGLE FAMILY,2,1992,Brick,SHINGLE,1,8,4,3,1,3204,18127,15243,60717,NotCity,7.224
PA10309,400000,SINGLE FAMILY,2,1941,Stone,SLATE,1,11,4,4.5,0,4224,13892,15243,60717,NotCity,7.224
PA10125,350000,SINGLE FAMILY,2,1991,Stucco,SHINGLE,1,8,3,2,1,3034,33497,15025,60669,NotCity,13.094
PA10628,57500,CONDOMINIUM,1,1975,Frame,ROLL,0,3,1,1,0,764,0,15237,55016,NotCity,11.386
PA10506,245000,SINGLE FAMILY,1,1964,Brick,SHINGLE,0,8,4,2.5,1,2739,52272,15235,41367,PartCity,10.963
PA10401,250000,SINGLE FAMILY,1.5,1940,Frame,SHINGLE,1,7,3,2.5,0,1986,438475,15037,55863,NotCity,18.97
PA10256,1250000,SINGLE FAMILY,2,2000,Stone,SHINGLE,1,9,5,4.5,1,6494,49223,15238,67370,NotCity,11.876
PA10883,350000,CONDOMINIUM,1,2007,Concrete,ROLL,0,4,1,1.5,0,1578,0,15222,18598,City,0.522
PA10017,32000,MULTI-FAMILY,2.5,1910,Brick,SHINGLE,1,12,6,3,0,2235,3150,15213,18473,City,3.316
PA10570,76360,SINGLE FAMILY,1,1958,Brick,SHINGLE,1,6,3,1.5,1,1196,4313,15014,42500,NotCity,21.713
PA10580,250000,CONDOMINIUM,1,1979,Brick,ROLL,0,3,2,1,0,1610,0,15213,18473,City,3.316
PA10223,172000,SINGLE FAMILY,2,1920,Brick,SHINGLE,1,7,3,1,1,2150,6000,15218,35983,PartCity,6.905
PA10669,276918,SINGLE FAMILY,2,2016,Frame,SHINGLE,1,8,4,2.5,0,2112,7500,15026,69387,NotCity,23.041
PA10940,112500,SINGLE FAMILY,2,1977,Frame,SHINGLE,1,7,3,1.5,0,1450,12400,15212,26712,PartCity,2.168
PA10216,28000,SINGLE FAMILY,1,1906,Frame,SHINGLE,1,6,3,1,0,648,26231,15026,69387,NotCity,23.041
PA10055,140000,SINGLE FAMILY,1,1968,Brick,SHINGLE,1,9,4,2.5,1,2246,3995,15241,85102,NotCity,10.798
PA10714,304000,SINGLE FAMILY,2,1910,Frame,SHINGLE,1,6,3,1,0,1620,2500,15214,30725,PartCity,4.168
PA10800,46000,SINGLE FAMILY,2,1920,Brick,SHINGLE,1,5,2,1,0,984,1438,15216,39526,PartCity,3.842
PA10406,570000,SINGLE FAMILY,2,2007,Brick,SHINGLE,1,9,4,4.5,1,3364,41688,15025,60669,NotCity,13.094
PA10780,153000,SINGLE FAMILY,2,1901,Brick,SHINGLE,1,7,3,2,0,1642,14560,15241,85102,NotCity,10.798
PA10450,48500,SINGLE FAMILY,2,1911,Brick,SHINGLE,1,5,2,1,1,1186,3600,15034,57850,NotCity,13.448
PA10803,258000,SINGLE FAMILY,2.5,1920,Frame,SLATE,1,9,4,2.5,1,3575,5770,15226,37889,PartCity,3.976
PA10790,249900,CONDOMINIUM,1,2000,Frame,SHINGLE,0,5,2,2.5,1,1596,0,15025,60669,NotCity,13.094
PA10814,138000,SINGLE FAMILY,1,1952,Brick,SHINGLE,1,7,3,1.5,0,1248,7200,15243,60717,NotCity,7.224
PA10566,164900,SINGLE FAMILY,2,1966,Brick,SHINGLE,1,8,4,2.5,1,2072,9258,15235,41367,PartCity,10.963
PA10385,237200,SINGLE FAMILY,1,2010,Frame,SHINGLE,1,6,3,2,0,1748,14897,15025,60669,NotCity,13.094
PA10827,41500,SINGLE FAMILY,1,1962,Brick,SHINGLE,1,5,2,1,0,1083,6000,15014,42500,NotCity,21.713
PA10420,686362,SINGLE FAMILY,2,2017,Frame,SHINGLE,1,9,4,3.5,0,3922,35281,15237,55016,NotCity,11.386
PA10744,186000,CONDOMINIUM,2,1986,Frame,SHINGLE,1,5,2,2.5,1,1687,2565,15238,67370,NotCity,11.876
PA10360,140500,SINGLE FAMILY,1,1900,Brick,SHINGLE,1,6,2,1,2,2141,14472,15212,26712,PartCity,2.168
PA10635,119250,ROWHOUSE,1,2004,Frame,SHINGLE,0,5,2,1,0,1040,3850,15025,60669,NotCity,13.094
PA10284,36250,SINGLE FAMILY,1,1951,Brick,SHINGLE,1,6,3,1,1,850,7920,15235,41367,PartCity,10.963
PA10735,695000,SINGLE FAMILY,1,1940,Frame,SHINGLE,1,9,5,3,1,3371,64033,15237,55016,NotCity,11.386
PA10659,45000,SINGLE FAMILY,1,1935,Frame,SHINGLE,1,6,3,1,0,1224,5000,15030,50313,NotCity,17.039
PA10599,334750,SINGLE FAMILY,2,1950,Frame,SLATE,1,8,4,2.5,1,2364,12812,15243,60717,NotCity,7.224
PA10695,88000,SINGLE FAMILY,1,1951,Brick,SHINGLE,1,5,3,1,0,900,6250,15220,44018,PartCity,3.907
PA10241,498850,SINGLE FAMILY,1.5,1991,Stucco,SHINGLE,1,8,4,3,1,3810,39596,15237,55016,NotCity,11.386
PA10540,149900,CONDOMINIUM,2,1999,Frame,SHINGLE,1,5,2,2,0,1336,2730,15236,46913,NotCity,7.695
PA10204,485000,SINGLE FAMILY,2.5,1860,Frame,SHINGLE,1,8,4,3.5,1,4297,18278,15218,35983,PartCity,6.905
PA10099,104000,CONDOMINIUM,2,1977,Brick,SHINGLE,1,5,2,1,0,1116,1491,15218,35983,PartCity,6.905
PA10699,364210,CONDOMINIUM,2,2015,Frame,SHINGLE,1,9,3,3.5,0,3634,8682,15236,46913,NotCity,7.695
PA10568,160000,SINGLE FAMILY,2,1984,Brick,SHINGLE,1,7,3,2.5,1,2088,7500,15014,42500,NotCity,21.713
PA10746,135000,SINGLE FAMILY,2,1949,Brick,SHINGLE,1,6,3,1,0,1425,7150,15236,46913,NotCity,7.695
PA10045,365000,ROWHOUSE,2,1890,Brick,SHINGLE,1,6,2,1.5,1,1784,1323,15212,26712,PartCity,2.168
PA10039,201000,SINGLE FAMILY,1.5,2003,Frame,SHINGLE,1,7,3,1.5,1,1903,10668,15220,44018,PartCity,3.907
PA10210,749000,SINGLE FAMILY,2,2004,Brick,SHINGLE,1,10,4,3.5,0,4539,47655,15044,95289,NotCity,16.661
PA10584,148500,SINGLE FAMILY,1,1955,Brick,SHINGLE,1,5,3,1,0,900,11023,15025,60669,NotCity,13.094
PA10548,25500,SINGLE FAMILY,2,1910,Frame,SHINGLE,1,6,3,1,0,1440,2500,15030,50313,NotCity,17.039
PA10726,545000,SINGLE FAMILY,2,1992,Brick,SHINGLE,1,8,4,3.5,1,3436,29735,15238,67370,NotCity,11.876
PA10507,33000,SINGLE FAMILY,1,1930,Frame,SHINGLE,1,5,2,1,0,892,3664,15235,41367,PartCity,10.963
PA10079,208200,ROWHOUSE,2,1900,Brick,SHINGLE,1,6,3,1,0,1145,966,15213,18473,City,3.316
PA10549,118000,SINGLE FAMILY,2,1920,Frame,SHINGLE,1,6,3,1,0,1255,2800,15218,35983,PartCity,6.905
PA10925,51000,SINGLE FAMILY,1.5,1940,Frame,SHINGLE,1,5,2,1,0,1122,4800,15216,39526,PartCity,3.842
PA10354,160000,SINGLE FAMILY,2,1968,Brick,SHINGLE,1,7,3,2.5,0,1344,6621,15220,44018,PartCity,3.907
PA10063,699800,SINGLE FAMILY,2,1941,Stone,SLATE,1,12,4,4,3,4704,17860,15243,60717,NotCity,7.224
PA10632,65000,SINGLE FAMILY,1,1957,Brick,SHINGLE,1,6,2,1.5,0,1328,6428,15030,50313,NotCity,17.039
PA10996,116500,CONDOMINIUM,1,1972,Brick,ROLL,0,4,2,1,0,1146,0,15215,43750,PartCity,7.116
PA10190,385000,CONDOMINIUM,1,1972,Brick,ROLL,0,5,2,2.5,0,1830,0,15213,18473,City,3.316
PA10007,34000,SINGLE FAMILY,2,1955,Brick,SHINGLE,1,6,3,1,0,1144,9906,15235,41367,PartCity,10.963
PA10195,80500,SINGLE FAMILY,1,1955,Brick,SHINGLE,1,4,2,1,0,884,8400,15332,62875,NotCity,20.091
PA10709,255900,SINGLE FAMILY,3,1880,Brick,ROLL,1,9,3,2.5,0,2140,2200,15212,26712,PartCity,2.168
PA10965,142000,SINGLE FAMILY,2,1950,Brick,SHINGLE,1,6,2,1,0,960,10706,15236,46913,NotCity,7.695
PA10376,225000,SINGLE FAMILY,2,1835,Brick,SHINGLE,1,6,3,1.5,1,2504,83417,15332,62875,NotCity,20.091
PA10416,120000,SINGLE FAMILY,1,1953,Brick,SHINGLE,1,7,3,2.5,0,1400,16901,15241,85102,NotCity,10.798
PA10292,60000,SINGLE FAMILY,1,1959,Brick,SHINGLE,1,5,3,1,0,900,9750,15332,62875,NotCity,20.091
PA10819,565000,SINGLE FAMILY,1,1960,Frame,SHINGLE,1,7,4,2.5,0,1514,566280,15237,55016,NotCity,11.386
PA10917,155000,SINGLE FAMILY,2.8,1900,Frame,SHINGLE,1,8,4,1,0,2070,1820,15213,18473,City,3.316
PA10542,125000,SINGLE FAMILY,1,1953,Brick,SHINGLE,1,5,3,1.5,1,1638,18900,15218,35983,PartCity,6.905
PA10551,41000,SINGLE FAMILY,2,1910,Frame,SHINGLE,1,5,2,1,0,1524,1122,15224,22880,City,4.644
PA10609,121300,SINGLE FAMILY,1,1964,Brick,SHINGLE,1,7,3,2,0,1764,9380,15235,41367,PartCity,10.963
PA10882,88500,SINGLE FAMILY,2,1910,Frame,SHINGLE,1,8,4,2,1,1843,2087,15030,50313,NotCity,17.039
PA10005,85000,MULTI-FAMILY,2,1927,Brick,SHINGLE,1,12,6,4,1,2358,2970,15213,18473,City,3.316
PA10712,75000,SINGLE FAMILY,1,1950,Brick,SHINGLE,1,5,3,1.5,0,1330,5750,15014,42500,NotCity,21.713
PA10962,645000,SINGLE FAMILY,2,1970,Brick,SHINGLE,1,10,4,3,2,2754,55713,15238,67370,NotCity,11.876
PA10851,275000,SINGLE FAMILY,2,1979,Frame,SHINGLE,1,7,3,2.5,1,1696,40990,15237,55016,NotCity,11.386
PA10957,577668,CONDOMINIUM,1,1997,Brick,ROLL,0,6,3,2.5,0,2943,0,15213,18473,City,3.316
PA10592,126500,SINGLE FAMILY,1,1965,Frame,SHINGLE,1,5,2,1.5,1,1496,10063,15235,41367,PartCity,10.963
PA10843,200130,ROWHOUSE,3,1900,Frame,SHINGLE,1,4,2,1,0,2772,1578,15212,26712,PartCity,2.168
PA10274,189900,SINGLE FAMILY,2,1925,Brick,SLATE,1,7,3,1.5,0,2079,4073,15214,30725,PartCity,4.168
PA10006,35000,SINGLE FAMILY,2,1910,Brick,SHINGLE,1,5,2,1,0,1379,3047,15014,42500,NotCity,21.713
PA10471,240000,SINGLE FAMILY,1.5,1945,Brick,SLATE,1,6,2,1.5,1,1849,16000,15241,85102,NotCity,10.798
PA10948,35000,SINGLE FAMILY,2,2004,Frame,SHINGLE,1,9,4,3,0,2236,57913,15003,37868,NotCity,21.495
PA10727,44750,SINGLE FAMILY,2,1900,Frame,SHINGLE,1,6,3,2,0,2196,2000,15224,22880,City,4.644
PA10722,37500,SINGLE FAMILY,2,1900,Brick,SHINGLE,1,6,3,1,0,1220,3250,15213,18473,City,3.316
PA10208,155000,MULTI-FAMILY,1,1959,Brick,SHINGLE,1,8,4,2,0,1893,6165,15025,60669,NotCity,13.094
PA10442,223500,SINGLE FAMILY,2,1972,Frame,SHINGLE,1,8,4,2.5,1,2403,11664,15235,41367,PartCity,10.963
PA10271,429000,SINGLE FAMILY,2,1989,Frame,SHINGLE,1,9,4,2.5,1,3114,16957,15243,60717,NotCity,7.224
PA10247,290000,SINGLE FAMILY,2,1986,Frame,SHINGLE,1,8,4,2.5,2,2954,20818,15025,60669,NotCity,13.094
PA10724,62000,SINGLE FAMILY,2,1920,Frame,SHINGLE,1,6,3,1,1,1491,2054,15212,26712,PartCity,2.168
PA10593,1250000,SINGLE FAMILY,2,1992,Brick,SHINGLE,1,9,4,5,3,7764,83635,15238,67370,NotCity,11.876
PA10438,150000,SINGLE FAMILY,2,1960,Brick,SHINGLE,1,8,4,1.5,1,1584,9100,15037,55863,NotCity,18.97
PA10821,282682,SINGLE FAMILY,1,2013,Frame,SHINGLE,1,6,3,2,0,1764,16947,15025,60669,NotCity,13.094
PA10454,84615,CONDOMINIUM,2,1998,Frame,SHINGLE,0,6,3,1.5,0,1438,1150,15212,26712,PartCity,2.168
PA10802,68000,SINGLE FAMILY,1,1955,Brick,SHINGLE,1,5,2,1,0,910,9310,15332,62875,NotCity,20.091
PA10226,88000,SINGLE FAMILY,2,1925,Frame,SHINGLE,1,6,3,1.5,0,1224,2160,15218,35983,PartCity,6.905
PA10825,290000,CONDOMINIUM,2,1992,Brick,SHINGLE,1,7,3,2.5,1,2112,4080,15215,43750,PartCity,7.116
PA10414,415000,SINGLE FAMILY,1,1950,Stone,SLATE,1,6,3,3.5,2,3104,48700,15237,55016,NotCity,11.386
PA10477,1089625,SINGLE FAMILY,2,1962,Brick,SLATE,1,10,5,5.5,1,5216,56064,15243,60717,NotCity,7.224
PA10868,136000,SINGLE FAMILY,2,1978,Frame,SHINGLE,1,7,3,3,1,1781,34196,15026,69387,NotCity,23.041
PA10036,712500,SINGLE FAMILY,2,1925,Brick,SLATE,1,9,4,2.5,2,4512,40000,15236,46913,NotCity,7.695
PA10153,65000,SINGLE FAMILY,1,1950,Brick,SHINGLE,1,5,2,1,0,820,9473,15237,55016,NotCity,11.386
PA10607,30645,SINGLE FAMILY,1,1940,Brick,ROLL,1,6,3,1,0,1024,8294,15235,41367,PartCity,10.963
PA10212,336050,SINGLE FAMILY,2,1936,Stone,SLATE,1,9,5,4,1,2944,8775,15216,39526,PartCity,3.842
PA10745,563000,SINGLE FAMILY,2,1940,Brick,SHINGLE,1,6,3,1,0,1232,11859,15235,41367,PartCity,10.963
PA10947,320000,CONDOMINIUM,2,1993,Brick,SHINGLE,1,7,3,1.5,0,1814,3084,15212,26712,PartCity,2.168
PA10840,282000,SINGLE FAMILY,1,1935,Stone,SLATE,1,10,3,3,0,2208,12159,15243,60717,NotCity,7.224
PA10697,1071000,MULTI-FAMILY,2,1921,Stone,SLATE,1,11,6,6,2,4729,17260,15228,58440,NotCity,7.011
PA10434,262000,SINGLE FAMILY,1.5,1965,Frame,SHINGLE,1,7,3,1.5,0,1958,11173,15235,41367,PartCity,10.963
PA10786,144500,SINGLE FAMILY,2,1973,Frame,SHINGLE,1,7,3,1.5,1,1972,10663,15025,60669,NotCity,13.094
PA10242,117500,SINGLE FAMILY,2,1920,Frame,SHINGLE,1,5,2,1,0,1144,2400,15037,55863,NotCity,18.97
PA10368,347546,SINGLE FAMILY,1,2011,Frame,SHINGLE,1,6,3,2,0,1296,9000,15216,39526,PartCity,3.842
PA10341,238244,SINGLE FAMILY,1,2004,Brick,SHINGLE,1,8,3,2,0,1616,14023,15332,62875,NotCity,20.091
PA10708,212500,SINGLE FAMILY,2,1954,Brick,SHINGLE,1,7,3,2,1,1671,8754,15220,44018,PartCity,3.907
PA10182,600000,SINGLE FAMILY,2,1989,Frame,SHINGLE,1,11,4,7,3,3000,39285,15216,39526,PartCity,3.842
